mode,ts,vram_gb,t
native_dram,1772727996.403313,7.0397,0.005312919616699219
native_dram,1772727996.505527,7.0397,0.10752701759338379
native_dram,1772727996.607198,7.0397,0.209197998046875
native_dram,1772727996.709716,7.0397,0.31171607971191406
native_dram,1772727996.811027,7.0397,0.4130270481109619
native_dram,1772727996.913346,7.0397,0.5153460502624512
native_dram,1772727997.026345,7.1706,0.6283450126647949
native_dram,1772727997.134462,7.1706,0.7364621162414551
native_dram,1772727997.24457,7.1706,0.8465700149536133
native_dram,1772727997.354108,7.1706,0.9561080932617188
native_dram,1772727997.465952,7.1706,1.0679519176483154
native_dram,1772727997.57664,7.1706,1.1786398887634277
native_dram,1772727997.688937,7.1706,1.2909369468688965
native_dram,1772727997.801669,7.1706,1.4036688804626465
native_dram,1772727997.905764,7.1706,1.5077641010284424
native_dram,1772727998.01764,7.1706,1.6196401119232178
native_dram,1772727998.131162,7.1706,1.7331619262695312
native_dram,1772727998.236817,7.1706,1.8388168811798096
native_dram,1772727998.350749,7.1706,1.9527490139007568
native_dram,1772727998.461201,7.1706,2.0632009506225586
native_dram,1772727998.566821,7.1706,2.168821096420288
native_dram,1772727998.677022,7.1706,2.279021978378296
native_dram,1772727998.788478,7.1706,2.3904778957366943
native_dram,1772727999.044817,7.1706,2.6468169689178467
native_dram,1772727999.157173,7.1706,2.7591729164123535
native_dram,1772727999.390229,7.1706,2.9922289848327637
native_dram,1772727999.501103,7.1706,3.103102922439575
native_dram,1772727999.610676,7.1706,3.2126760482788086
native_dram,1772727999.722096,7.1706,3.3240959644317627
native_dram,1772727999.843519,7.1706,3.445518970489502
native_dram,1772727999.952714,7.1706,3.5547139644622803
native_dram,1772728000.068751,7.1706,3.6707510948181152
native_dram,1772728000.312816,7.1706,3.914815902709961
native_dram,1772728000.430142,7.1706,4.032141923904419
native_dram,1772728000.533088,7.1706,4.135087966918945
native_dram,1772728001.909653,7.1725,5.511652946472168
native_dram,1772728002.020162,7.1725,5.622162103652954
native_dram,1772728002.131232,7.1725,5.733232021331787
native_dram,1772728002.241414,7.1725,5.843414068222046
native_dram,1772728002.393735,7.1725,5.995734930038452
native_dram,1772728002.504238,7.1725,6.106237888336182
native_dram,1772728002.610214,7.1725,6.21221399307251
native_dram,1772728002.722133,7.1725,6.324132919311523
native_dram,1772728002.82973,7.1725,6.431730031967163
native_dram,1772728002.940908,7.1725,6.542907953262329
native_dram,1772728003.051985,7.1725,6.653985023498535
native_dram,1772728003.161491,7.1725,6.763490915298462
native_dram,1772728003.273922,7.1725,6.875921964645386
native_dram,1772728003.385673,7.1725,6.987673044204712
native_dram,1772728003.493324,7.1725,7.0953240394592285
native_dram,1772728003.604492,7.1725,7.206491947174072
native_dram,1772728003.713013,7.1725,7.3150129318237305
native_dram,1772728003.823202,7.1725,7.425201892852783
native_dram,1772728003.934843,7.1725,7.5368430614471436
native_dram,1772728004.048457,7.1725,7.65045690536499
native_dram,1772728004.157315,7.1725,7.759315013885498
native_dram,1772728004.272588,7.1725,7.8745880126953125
native_dram,1772728004.389469,7.1725,7.991468906402588
native_dram,1772728004.499892,7.1725,8.101891994476318
native_dram,1772728004.630349,7.1725,8.232348918914795
native_dram,1772728004.758379,7.1725,8.360378980636597
native_dram,1772728004.864148,7.1725,8.466147899627686
native_dram,1772728004.992218,7.1725,8.594218015670776
native_dram,1772728005.133889,7.1725,8.735888957977295
native_dram,1772728005.235023,7.1725,8.83702301979065
native_dram,1772728005.355821,7.1725,8.957820892333984
native_dram,1772728005.470217,7.1725,9.072216987609863
native_dram,1772728005.571904,7.1725,9.173903942108154
native_dram,1772728005.681592,7.1725,9.283591985702515
native_dram,1772728005.79513,7.1725,9.397130012512207
native_dram,1772728005.910496,7.1725,9.512495994567871
native_dram,1772728006.016688,7.1725,9.618688106536865
native_dram,1772728006.129769,7.1725,9.73176908493042
native_dram,1772728006.245314,7.1725,9.84731388092041
native_dram,1772728006.35867,7.1725,9.960669994354248
native_dram,1772728006.462922,7.1725,10.064922094345093
native_dram,1772728006.585641,7.1725,10.187640905380249
native_dram,1772728006.69278,7.1725,10.294780015945435
native_dram,1772728006.799719,7.1725,10.401719093322754
native_dram,1772728006.900821,7.1725,10.50282096862793
native_dram,1772728007.002221,7.1725,10.604221105575562
native_dram,1772728007.112826,7.1725,10.714826107025146
native_dram,1772728007.268203,7.1725,10.870203018188477
native_dram,1772728007.373658,7.1725,10.975657939910889
native_dram,1772728007.479764,7.1725,11.081763982772827
native_dram,1772728007.58623,7.1725,11.188230037689209
native_dram,1772728007.701429,7.1725,11.303428888320923
native_dram,1772728007.810099,7.1725,11.41209888458252
native_dram,1772728007.923658,7.1725,11.525657892227173
native_dram,1772728008.027512,7.1725,11.629512071609497
native_dram,1772728008.1278,7.1725,11.72979998588562
native_dram,1772728008.234332,7.1725,11.836332082748413
native_dram,1772728008.341607,7.1725,11.943607091903687
native_dram,1772728008.452478,7.1725,12.05447793006897
native_dram,1772728008.56349,7.1725,12.165489912033081
native_dram,1772728008.674539,7.1725,12.276539087295532
native_dram,1772728008.784484,7.1725,12.386483907699585
native_dram,1772728008.892651,7.1725,12.494651079177856
native_dram,1772728009.002726,7.1725,12.604726076126099
native_dram,1772728009.115748,7.1725,12.717747926712036
native_dram,1772728009.226165,7.1725,12.828165054321289
native_dram,1772728009.336782,7.1725,12.938781976699829
native_dram,1772728009.446305,7.1725,13.048305034637451
native_dram,1772728009.56484,7.1725,13.166840076446533
native_dram,1772728009.674635,7.1725,13.276634931564331
native_dram,1772728009.785015,7.1725,13.387015104293823
native_dram,1772728009.938001,7.1725,13.540000915527344
native_dram,1772728010.058213,7.1725,13.660212993621826
native_dram,1772728010.158377,7.1725,13.760376930236816
native_dram,1772728010.266318,7.1725,13.8683180809021
native_dram,1772728010.376374,7.1725,13.978374004364014
native_dram,1772728010.487467,7.1725,14.08946704864502
native_dram,1772728010.597297,7.1725,14.199296951293945
native_dram,1772728010.744326,7.1725,14.346326112747192
native_dram,1772728010.860759,7.1725,14.462759017944336
native_dram,1772728010.990171,7.1725,14.59217095375061
native_dram,1772728011.120964,7.1725,14.72296404838562
native_dram,1772728011.241311,7.1725,14.843311071395874
native_dram,1772728011.35533,7.1725,14.957329988479614
native_dram,1772728011.460886,7.1725,15.062885999679565
native_dram,1772728011.570651,7.1725,15.172651052474976
native_dram,1772728011.681252,7.1725,15.283252000808716
native_dram,1772728011.80539,7.1725,15.407389879226685
native_dram,1772728011.915292,7.1725,15.517292022705078
native_dram,1772728012.028233,7.1725,15.6302330493927
native_dram,1772728012.138255,7.1725,15.740254878997803
native_dram,1772728012.24632,7.1725,15.848320007324219
native_dram,1772728012.387275,7.1725,15.989274978637695
native_dram,1772728012.492213,7.1725,16.094213008880615
native_dram,1772728012.597651,7.1725,16.19965100288391
native_dram,1772728012.706261,7.1725,16.308260917663574
native_dram,1772728012.825076,7.1725,16.4270761013031
native_dram,1772728012.929162,7.1725,16.53116202354431
native_dram,1772728013.043433,7.1725,16.645432949066162
native_dram,1772728013.151023,7.1725,16.75302290916443
native_dram,1772728013.259785,7.1725,16.86178493499756
native_dram,1772728013.373717,7.1725,16.975717067718506
native_dram,1772728013.480951,7.1725,17.082951068878174
native_dram,1772728013.596642,7.1725,17.198642015457153
native_dram,1772728013.70322,7.1725,17.305219888687134
native_dram,1772728013.834298,7.1725,17.43629789352417
native_dram,1772728013.944821,7.1725,17.546820878982544
native_dram,1772728014.075195,7.1725,17.677195072174072
native_dram,1772728014.184131,7.1725,17.786130905151367
native_dram,1772728014.325104,7.1725,17.927103996276855
native_dram,1772728014.434777,7.1725,18.036777019500732
native_dram,1772728014.557169,7.1725,18.15916895866394
native_dram,1772728014.694047,7.1725,18.29604697227478
native_dram,1772728014.822243,7.1725,18.424242973327637
native_dram,1772728014.938386,7.1725,18.540385961532593
native_dram,1772728015.081931,7.1725,18.68393111228943
native_dram,1772728015.194941,7.1725,18.79694104194641
native_dram,1772728015.304949,7.1725,18.906949043273926
native_dram,1772728015.432873,7.1725,19.034873008728027
native_dram,1772728015.542621,7.1725,19.144620895385742
native_dram,1772728015.672551,7.1725,19.274550914764404
native_dram,1772728015.782393,7.1725,19.384392976760864
native_dram,1772728015.903983,7.1725,19.505983114242554
native_dram,1772728016.014894,7.1725,19.616894006729126
native_dram,1772728016.125456,7.1725,19.727456092834473
native_dram,1772728016.240387,7.1725,19.842386960983276
native_dram,1772728016.350073,7.1725,19.952073097229004
native_dram,1772728016.481512,7.1725,20.0835120677948
native_dram,1772728016.590181,7.1725,20.19218111038208
native_dram,1772728016.758523,7.1725,20.360522985458374
native_dram,1772728016.859721,7.1725,20.461720943450928
native_dram,1772728016.965186,7.1725,20.56718611717224
native_dram,1772728017.078714,7.1725,20.680713891983032
native_dram,1772728017.188987,7.1725,20.790987014770508
native_dram,1772728017.297036,7.1725,20.899035930633545
native_dram,1772728017.424789,7.1725,21.02678894996643
native_dram,1772728017.526481,7.1725,21.128480911254883
native_dram,1772728017.634579,7.1725,21.236578941345215
native_dram,1772728017.745633,7.1725,21.347632884979248
native_dram,1772728017.850063,7.1725,21.45206308364868
native_dram,1772728017.964707,7.1725,21.566706895828247
native_dram,1772728018.070886,7.1725,21.67288589477539
native_dram,1772728018.194438,7.1725,21.796437978744507
native_dram,1772728018.30556,7.1725,21.907560110092163
native_dram,1772728018.416874,7.1725,22.018873929977417
native_dram,1772728018.524356,7.1725,22.12635588645935
native_dram,1772728018.636054,7.1725,22.238054037094116
native_dram,1772728018.777192,7.1725,22.379192113876343
native_dram,1772728018.87779,7.1725,22.479789972305298
native_dram,1772728018.993635,7.1725,22.595634937286377
native_dram,1772728019.105097,7.1725,22.707097053527832
native_dram,1772728019.216155,7.1725,22.81815505027771
native_dram,1772728019.324717,7.1725,22.926717042922974
native_dram,1772728019.435279,7.1725,23.03727889060974
native_dram,1772728019.55777,7.1725,23.159770011901855
native_dram,1772728019.688141,7.1725,23.290141105651855
native_dram,1772728019.818412,7.1725,23.420412063598633
native_dram,1772728019.918957,7.1725,23.520956993103027
native_dram,1772728020.023816,7.1725,23.625816106796265
native_dram,1772728020.136523,7.1725,23.73852300643921
native_dram,1772728020.243472,7.1725,23.84547209739685
native_dram,1772728020.364784,7.1725,23.96678400039673
native_dram,1772728020.520757,7.1725,24.122756958007812
native_dram,1772728020.63759,7.1725,24.23958992958069
native_dram,1772728020.748173,7.1725,24.350172996520996
native_dram,1772728020.858901,7.1725,24.460901021957397
native_dram,1772728020.969982,7.1725,24.57198190689087
native_dram,1772728021.078338,7.1725,24.68033790588379
native_dram,1772728021.193261,7.1725,24.795260906219482
native_dram,1772728021.303612,7.1725,24.905611991882324
native_dram,1772728021.417067,7.1725,25.01906704902649
native_dram,1772728021.526038,7.1725,25.128037929534912
native_dram,1772728021.636883,7.1725,25.238883018493652
native_dram,1772728021.751246,7.1725,25.353245973587036
native_dram,1772728021.866528,7.1725,25.468528032302856
native_dram,1772728021.97377,7.1725,25.575769901275635
native_dram,1772728022.084713,7.1725,25.686712980270386
native_dram,1772728022.19888,7.1725,25.800879955291748
native_dram,1772728022.310811,7.1725,25.912811040878296
native_dram,1772728022.419499,7.1725,26.021498918533325
native_dram,1772728022.537357,7.1725,26.139357089996338
native_dram,1772728022.650923,7.1725,26.252923011779785
native_dram,1772728022.764423,7.1725,26.36642289161682
native_dram,1772728022.892956,7.1725,26.494956016540527
native_dram,1772728023.014961,7.1725,26.616961002349854
native_dram,1772728023.140408,7.1725,26.74240803718567
native_dram,1772728023.248106,7.1725,26.85010600090027
native_dram,1772728023.364733,7.1725,26.9667329788208
native_dram,1772728023.492508,7.1725,27.094507932662964
native_dram,1772728023.600164,7.1725,27.20216393470764
native_dram,1772728023.715501,7.1725,27.317501068115234
native_dram,1772728023.824398,7.1725,27.426398038864136
native_dram,1772728023.936625,7.1725,27.53862500190735
native_dram,1772728024.046593,7.1725,27.648592948913574
native_dram,1772728024.156791,7.1725,27.758790969848633
native_dram,1772728024.271373,7.1725,27.87337303161621
native_dram,1772728024.381633,7.1725,27.983633041381836
native_dram,1772728024.494389,7.1725,28.096389055252075
native_dram,1772728024.604603,7.1725,28.206603050231934
native_dram,1772728024.717657,7.1725,28.31965708732605
native_dram,1772728024.830207,7.1725,28.432207107543945
native_dram,1772728024.941466,7.1725,28.543466091156006
native_dram,1772728025.06614,7.1725,28.668139934539795
native_dram,1772728025.176029,7.1725,28.778028964996338
native_dram,1772728025.294455,7.1725,28.89645504951477
native_dram,1772728025.403374,7.1725,29.00537395477295
native_dram,1772728025.53127,7.1725,29.133270025253296
native_dram,1772728025.647178,7.1725,29.249177932739258
native_dram,1772728025.812746,7.1725,29.414746046066284
native_dram,1772728025.925117,7.1725,29.527117013931274
native_dram,1772728026.038161,7.1725,29.64016103744507
native_dram,1772728026.154654,7.1725,29.756654024124146
native_dram,1772728026.269533,7.1725,29.871532917022705
native_dram,1772728026.397441,7.1725,29.999440908432007
native_dram,1772728026.497737,7.1725,30.09973692893982
native_dram,1772728026.598623,7.1725,30.200623035430908
native_dram,1772728026.703011,7.1725,30.30501103401184
native_dram,1772728026.807662,7.1725,30.409662008285522
native_dram,1772728026.910857,7.1725,30.51285696029663
native_dram,1772728027.015655,7.1725,30.617655038833618
native_dram,1772728027.131346,7.1725,30.733345985412598
native_dram,1772728027.242176,7.1725,30.844176054000854
native_dram,1772728027.370394,7.1725,30.97239398956299
native_dram,1772728027.479038,7.1725,31.081037998199463
native_dram,1772728027.604823,7.1725,31.206823110580444
native_dram,1772728027.708172,7.1725,31.310172080993652
native_dram,1772728027.817609,7.1725,31.41960906982422
native_dram,1772728027.927288,7.1725,31.529288053512573
native_dram,1772728028.06361,7.1725,31.66561007499695
native_dram,1772728028.179544,7.1725,31.781543970108032
native_dram,1772728028.289742,7.1725,31.89174199104309
native_dram,1772728028.402463,7.1725,32.0044629573822
native_dram,1772728028.516254,7.1725,32.11825394630432
native_dram,1772728028.626108,7.1725,32.228107929229736
native_dram,1772728028.744048,7.1725,32.34604811668396
native_dram,1772728028.854849,7.1725,32.456849098205566
native_dram,1772728028.963938,7.1725,32.565937995910645
native_dram,1772728029.100968,7.1725,32.70296788215637
native_dram,1772728029.219673,7.1725,32.82167291641235
native_dram,1772728029.333201,7.1725,32.935200929641724
native_dram,1772728029.450212,7.1725,33.05221199989319
native_dram,1772728029.566192,7.1725,33.16819190979004
native_dram,1772728029.673864,7.1725,33.27586388587952
native_dram,1772728029.786998,7.1725,33.38899803161621
native_dram,1772728029.914472,7.1725,33.51647210121155
native_dram,1772728030.059363,7.1725,33.66136288642883
native_dram,1772728030.164349,7.1725,33.76634907722473
native_dram,1772728030.271782,7.1725,33.87378191947937
native_dram,1772728030.377426,7.1725,33.97942590713501
native_dram,1772728030.480336,7.1725,34.08233594894409
native_dram,1772728030.592437,7.1725,34.19443702697754
native_dram,1772728030.703797,7.1725,34.30579710006714
native_dram,1772728030.814345,7.1725,34.41634488105774
native_dram,1772728030.926455,7.1725,34.52845501899719
native_dram,1772728031.044981,7.1725,34.64698100090027
native_dram,1772728031.1583,7.1725,34.76029992103577
native_dram,1772728031.269114,7.1725,34.871114015579224
native_dram,1772728031.380021,7.1725,34.98202109336853
native_dram,1772728031.752786,7.1725,35.35478591918945
native_dram,1772728031.85554,7.1725,35.4575400352478
native_dram,1772728032.001937,7.1725,35.60393691062927
native_dram,1772728032.104249,7.1725,35.70624899864197
native_dram,1772728032.211083,7.1725,35.8130829334259
native_dram,1772728032.321588,7.1725,35.923588037490845
native_dram,1772728032.429978,7.1725,36.031977891922
native_dram,1772728032.542262,7.1725,36.144262075424194
native_dram,1772728032.653975,7.1725,36.255975008010864
native_dram,1772728032.767095,7.1725,36.36909508705139
native_dram,1772728032.877459,7.1725,36.479459047317505
native_dram,1772728032.988934,7.1725,36.59093403816223
native_dram,1772728033.101526,7.1725,36.70352602005005
native_dram,1772728033.227382,7.1725,36.82938194274902
native_dram,1772728033.341518,7.1725,36.9435179233551
native_dram,1772728033.465219,7.1725,37.06721901893616
native_dram,1772728033.622026,7.1725,37.22402596473694
native_dram,1772728033.736799,7.1725,37.33879899978638
native_dram,1772728033.846675,7.1725,37.44867491722107
native_dram,1772728033.955898,7.1725,37.55789804458618
native_dram,1772728034.065756,7.1725,37.66775608062744
native_dram,1772728034.179987,7.1725,37.781986951828
native_dram,1772728034.294169,7.1725,37.89616894721985
native_dram,1772728034.405696,7.1725,38.00769591331482
native_dram,1772728034.518828,7.1725,38.1208279132843
native_dram,1772728034.634334,7.1725,38.23633408546448
native_dram,1772728034.762857,7.1725,38.36485695838928
native_dram,1772728034.877382,7.1725,38.479382038116455
native_dram,1772728034.983565,7.1725,38.58556509017944
native_dram,1772728035.097518,7.1725,38.69951796531677
native_dram,1772728035.209487,7.1725,38.8114869594574
native_dram,1772728035.322715,7.1725,38.92471504211426
native_dram,1772728035.438191,7.1725,39.04019093513489
native_dram,1772728035.548156,7.1725,39.150156021118164
native_dram,1772728035.665848,7.1725,39.26784801483154
native_dram,1772728035.780474,7.1725,39.382473945617676
native_dram,1772728035.890342,7.1725,39.49234199523926
native_dram,1772728036.004282,7.1725,39.606281995773315
native_dram,1772728036.1172,7.1725,39.719199895858765
native_dram,1772728036.229106,7.1725,39.83110594749451
native_dram,1772728036.339345,7.1725,39.94134497642517
native_dram,1772728036.453475,7.1725,40.05547499656677
native_dram,1772728036.563605,7.1725,40.16560506820679
native_dram,1772728036.677727,7.1725,40.2797269821167
native_dram,1772728036.787126,7.1725,40.38912606239319
native_dram,1772728036.901442,7.1725,40.50344204902649
native_dram,1772728037.024776,7.1725,40.62677597999573
native_dram,1772728037.136505,7.1725,40.7385048866272
native_dram,1772728037.247507,7.1725,40.849507093429565
native_dram,1772728037.376978,7.1725,40.97897791862488
native_dram,1772728037.498114,7.1725,41.10011410713196
native_dram,1772728037.612362,7.1725,41.214361906051636
native_dram,1772728037.722459,7.1725,41.324459075927734
native_dram,1772728037.846912,7.1725,41.448911905288696
native_dram,1772728037.980386,7.1725,41.5823860168457
native_dram,1772728038.080826,7.1725,41.68282604217529
native_dram,1772728038.194868,7.1725,41.796868085861206
native_dram,1772728038.30836,7.1725,41.91036009788513
native_dram,1772728038.420086,7.1725,42.02208590507507
native_dram,1772728038.535622,7.1725,42.13762187957764
native_dram,1772728038.647529,7.1725,42.249528884887695
native_dram,1772728038.760799,7.1725,42.36279892921448
native_dram,1772728038.872935,7.1725,42.47493505477905
native_dram,1772728038.999207,7.1725,42.60120701789856
native_dram,1772728039.155075,7.1725,42.75707507133484
native_dram,1772728039.266545,7.1725,42.868545055389404
native_dram,1772728039.384929,7.1725,42.986928939819336
native_dram,1772728039.492723,7.1725,43.09472298622131
native_dram,1772728039.604461,7.1725,43.20646095275879
native_dram,1772728039.716767,7.1725,43.318767070770264
native_dram,1772728039.834563,7.1725,43.43656301498413
native_dram,1772728039.94696,7.1725,43.54895997047424
native_dram,1772728040.057954,7.1725,43.65995407104492
native_dram,1772728040.170598,7.1725,43.77259802818298
native_dram,1772728040.28774,7.1725,43.889739990234375
native_dram,1772728040.394208,7.1725,43.99620795249939
native_dram,1772728040.505821,7.1725,44.107820987701416
native_dram,1772728040.618479,7.1725,44.220479011535645
native_dram,1772728040.737992,7.1725,44.3399920463562
native_dram,1772728040.851612,7.1725,44.453612089157104
native_dram,1772728040.961397,7.1725,44.56339693069458
native_dram,1772728041.087101,7.1725,44.68910098075867
native_dram,1772728041.201156,7.1725,44.80315589904785
native_dram,1772728041.321407,7.1725,44.92340707778931
native_dram,1772728041.439589,7.1725,45.04158902168274
native_dram,1772728041.568789,7.1725,45.17078900337219
native_dram,1772728041.709725,7.1725,45.31172490119934
native_dram,1772728041.838915,7.1725,45.44091510772705
native_dram,1772728041.948658,7.1725,45.550657987594604
native_dram,1772728042.063193,7.1725,45.6651930809021
native_dram,1772728042.176328,7.1725,45.77832794189453
native_dram,1772728042.306567,7.1725,45.90856695175171
native_dram,1772728042.408222,7.1725,46.0102219581604
native_dram,1772728042.524873,7.1725,46.12687301635742
native_dram,1772728042.629053,7.1725,46.23105311393738
native_dram,1772728042.743735,7.1725,46.3457350730896
native_dram,1772728042.853895,7.1725,46.455894947052
native_dram,1772728042.965125,7.1725,46.56712508201599
native_dram,1772728043.082187,7.1725,46.684186935424805
native_dram,1772728043.314598,7.1725,46.916598081588745
native_dram,1772728043.415894,7.1725,47.01789402961731
native_dram,1772728043.51686,7.1725,47.1188600063324
native_dram,1772728043.625317,7.1725,47.227317094802856
native_dram,1772728043.730407,7.1725,47.332406997680664
native_dram,1772728043.844646,7.1725,47.446645975112915
native_dram,1772728043.957046,7.1725,47.559046030044556
native_dram,1772728044.068515,7.1725,47.670515060424805
native_dram,1772728044.181338,7.1725,47.78333806991577
native_dram,1772728044.294898,7.1725,47.89689803123474
native_dram,1772728044.408081,7.1725,48.01008105278015
native_dram,1772728044.520575,7.1725,48.12257504463196
native_dram,1772728044.640527,7.1725,48.24252700805664
native_dram,1772728044.75408,7.1725,48.356080055236816
native_dram,1772728044.869669,7.1725,48.47166895866394
native_dram,1772728044.982229,7.1725,48.58422899246216
native_dram,1772728045.09478,7.1725,48.69677996635437
native_dram,1772728045.210243,7.1725,48.81224298477173
native_dram,1772728045.324141,7.1725,48.926141023635864
native_dram,1772728045.437438,7.1725,49.039438009262085
native_dram,1772728045.548768,7.1725,49.15076804161072
native_dram,1772728045.661886,7.1725,49.26388597488403
native_dram,1772728045.776381,7.1725,49.37838101387024
native_dram,1772728045.886949,7.1725,49.48894906044006
native_dram,1772728046.000255,7.1725,49.60225510597229
native_dram,1772728046.114121,7.1725,49.71612095832825
native_dram,1772728046.228891,7.1725,49.83089089393616
native_dram,1772728046.338913,7.1725,49.94091296195984
native_dram,1772728046.454798,7.1725,50.05679798126221
native_dram,1772728046.573003,7.1725,50.17500305175781
native_dram,1772728046.692001,7.1725,50.29400110244751
native_dram,1772728046.829742,7.1725,50.43174195289612
native_dram,1772728046.959435,7.1725,50.56143498420715
native_dram,1772728047.075938,7.1725,50.67793798446655
native_dram,1772728047.190912,7.1725,50.792912006378174
native_dram,1772728047.342062,7.1725,50.94406199455261
native_dram,1772728047.443181,7.1725,51.04518103599548
native_dram,1772728047.555675,7.1725,51.15767502784729
native_dram,1772728047.67948,7.1725,51.28148007392883
native_dram,1772728047.787717,7.1725,51.38971710205078
native_dram,1772728047.901969,7.1725,51.503968954086304
native_dram,1772728048.016908,7.1725,51.6189079284668
native_dram,1772728048.128098,7.1725,51.7300980091095
native_dram,1772728048.243537,7.1725,51.845536947250366
native_dram,1772728048.359292,7.1725,51.961292028427124
native_dram,1772728048.473105,7.1725,52.07510495185852
native_dram,1772728048.601377,7.1725,52.20337700843811
native_dram,1772728048.714427,7.1725,52.31642699241638
native_dram,1772728048.828193,7.1725,52.430192947387695
native_dram,1772728048.941583,7.1725,52.543582916259766
native_dram,1772728049.058246,7.1725,52.66024589538574
native_dram,1772728049.183153,7.1725,52.78515291213989
native_dram,1772728049.295937,7.1725,52.897937059402466
native_dram,1772728049.409545,7.1725,53.011544942855835
native_dram,1772728049.542683,7.1725,53.14468288421631
native_dram,1772728049.656413,7.1725,53.25841307640076
native_dram,1772728049.770546,7.1725,53.37254595756531
native_dram,1772728049.896656,7.1725,53.498656034469604
native_dram,1772728050.001037,7.1725,53.603036880493164
native_dram,1772728050.115013,7.1725,53.717012882232666
native_dram,1772728050.227775,7.1725,53.82977509498596
native_dram,1772728050.345056,7.1725,53.94705605506897
native_dram,1772728050.45755,7.1725,54.059550046920776
native_dram,1772728050.570713,7.1725,54.17271304130554
native_dram,1772728050.682472,7.1725,54.28447198867798
native_dram,1772728050.795535,7.1725,54.3975350856781
native_dram,1772728050.908962,7.1725,54.51096200942993
native_dram,1772728051.054328,7.1725,54.656327962875366
native_dram,1772728051.159763,7.1725,54.76176309585571
native_dram,1772728051.274939,7.1725,54.87693905830383
native_dram,1772728051.382876,7.1725,54.98487591743469
native_dram,1772728051.484358,7.1725,55.086358070373535
native_dram,1772728051.599648,7.1725,55.201647996902466
native_dram,1772728051.746894,7.1725,55.348893880844116
native_dram,1772728051.853976,7.1725,55.4559760093689
native_dram,1772728051.996617,7.1725,55.59861707687378
native_dram,1772728052.134061,7.1725,55.736061096191406
native_dram,1772728052.24645,7.1725,55.84844994544983
native_dram,1772728052.361575,7.1725,55.96357488632202
native_dram,1772728052.474612,7.1725,56.07661199569702
native_dram,1772728052.58662,7.1725,56.18862009048462
native_dram,1772728052.700078,7.1725,56.30207800865173
native_dram,1772728052.82557,7.1725,56.427570104599
native_dram,1772728052.93576,7.1725,56.53776001930237
native_dram,1772728053.053995,7.1725,56.65599489212036
native_dram,1772728053.166287,7.1725,56.76828694343567
native_dram,1772728053.280089,7.1725,56.88208889961243
native_dram,1772728053.393066,7.1725,56.99506592750549
native_dram,1772728053.504393,7.1725,57.10639309883118
native_dram,1772728053.626796,7.1725,57.22879600524902
native_dram,1772728053.742697,7.1725,57.34469699859619
native_dram,1772728053.861039,7.1725,57.4630389213562
native_dram,1772728053.993606,7.1725,57.595606088638306
